Athlete ID,Athlete Last Name,Weight(K),Age,Gender,Event Name,Event Date,Event Location,Event Country,Event Weather,Event Results,Event Rank,Event Record,event_surface,Notes,Event_Temp in C,Event_Temp in K
1429,Threatt,85,20,M,1500m,5/5/22,Track C,South Korea,1,193.14,4,TRUE,Track,Nice atmosphere,33,306.15
1432,Osgood,62,31,M,400m,3/28/19,Field B,South Korea,2,143.22,5,FALSE,Grass,Good competition,36,309.15
1434,Rangel,81,28,M,400m hurdles,10/27/22,Track C,Canada,1,84.5,2,FALSE,Track,Hot weather,31,304.15
1436,Carter,67,29,M,200m,5/23/22,Field B,UK,5,213.05,3,TRUE,Sand,Rainy event,29,302.15
1440,Romero,61,31,male,800m,10/24/23,Field B,Spain,2,278.94,3,FALSE,Turf,Messy track,23,296.15
1444,Mcqueen,86,26,male,400m hurdles,3/7/22,Arena D,USA,1,264.85,3,FALSE,Concrete,Personal best!,33,306.15
1447,Saunders,69,20,male,400m,4/3/19,Arena D,UK,2,183.02,1,FALSE,Gravel,Hot weather,29,302.15
1449,Guimond,69,33,male,100m,8/31/20,Track C,Canada,3,23.49,1,TRUE,Dirt,Hot weather,26,299.15
1450,French,76,26,male,100m,4/13/19,Field B,Brazil,3,120.38,5,FALSE,Track,Close finish,24,297.15
1452,Hollis,69,24,male,400m hurdles,11/17/22,Track C,Mexico,5,36,4,FALSE,Turf,Hot and humid,17,290.15
1455,Wilkes,74,24,male,3000m,6/2/21,Field B,Spain,3,218.29,4,TRUE,Sand,New personal record!,23,296.15
1459,Cadorette,62,20,male,200m,5/14/19,Arena D,India,2,267.72,4,FALSE,Concrete,Cold day,16,289.15
1463,Williamson,66,35,male,3000m,9/15/19,Track C,Canada,2,83.81,1,TRUE,Grass,Enjoyed the event,24,297.15
1467,Shepperd,73,35,male,400m,1/23/23,Arena D,Spain,4,91.88,4,FALSE,Asphalt,Windy day,34,307.15
1473,Warren,85,27,male,110m hurdles,6/2/23,Arena D,Vietnam,3,54.93,3,TRUE,Gravel,Nice atmosphere,37,310.15
1475,Nichols,60,27,male,400m,3/31/21,Field B,Mexico,3,142.86,5,TRUE,Dirt,Hot and humid,23,296.15
1477,Wells,75,25,male,200m,7/18/19,Track C,South Korea,2,107.2,1,TRUE,Sand,Rainy event,20,293.15
1478,Whitacre,73,29,male,200m,6/18/21,Arena D,Spain,5,118.88,5,FALSE,Dirt,Wet conditions,34,307.15
1479,Haslett,88,25,male,400m hurdles,1/25/21,Stadium A,Spain,2,23.04,1,FALSE,Concrete,Fast race,32,305.15
1482,Mathers,62,31,male,100m,11/7/19,Stadium A,China,1,176.45,2,FALSE,Gravel,Nice atmosphere,16,289.15
1483,Weaver,88,24,male,400m hurdles,1/16/19,Arena D,India,3,54.63,3,TRUE,Asphalt,Messy track,25,298.15
1487,Walkup,76,23,male,110m hurdles,10/25/19,Field B,UK,4,178.7,4,FALSE,Grass,Windy day,19,292.15
1494,Smith,77,32,male,800m,10/31/22,Field B,UK,4,212.83,5,TRUE,Asphalt,New personal record!,18,291.15
1495,Roberts,85,30,male,3000m,12/31/20,Stadium A,South Korea,2,230.83,1,FALSE,Turf,Personal best!,37,310.15
1496,Griffin,83,34,male,800m,5/13/20,Field B,Canada,5,10.56,4,TRUE,Asphalt,Challenging race,19,292.15
1499,Sutton,69,26,male,400m hurdles,6/6/23,Field B,Spain,4,10.63,4,TRUE,Dirt,Windy day,35,308.15
1502,Higley,73,22,male,3000m,10/7/19,Track C,India,4,49.86,1,TRUE,Sand,Personal best!,35,308.15
1511,Fetterhoff,79,33,male,100m,2/18/21,Field B,China,1,173.68,4,TRUE,Turf,Windy day,18,291.15
1515,Turner,74,26,male,400m,2/12/22,Field B,China,3,235.55,4,FALSE,Dirt,Amazing crowd,30,303.15
1518,Hilgert,64,34,male,800m,12/10/22,Field B,Canada,1,107.53,3,TRUE,Concrete,Challenging race,25,298.15
1519,Frazier,89,34,male,3000m,7/12/23,Track C,USA,5,171.27,5,TRUE,Concrete,Amazing crowd,17,290.15
1520,Eldridge,90,31,male,800m,12/6/21,Arena D,Canada,1,275.75,1,FALSE,Track,Challenging race,23,296.15
1521,Burel,66,27,male,200m,1/20/21,Arena D,China,4,180.4,4,FALSE,Asphalt,Amazing crowd,29,302.15
1522,Rehrig,87,22,male,400m,7/3/20,Arena D,Canada,4,170.35,1,TRUE,Grass,Hot weather,18,291.15
1526,Johnson,75,21,male,800m,4/21/22,Arena D,Spain,5,298.64,3,TRUE,Concrete,Windy day,17,290.15
1528,Devine,68,27,male,800m,1/21/21,Field B,Canada,4,24.35,3,TRUE,Sand,Wet conditions,34,307.15
1536,Mccormick,82,21,male,400m hurdles,1/26/19,Stadium A,Mexico,3,30.83,2,FALSE,Track,Cloudy day,29,302.15
1537,Clark,72,26,male,800m,10/6/20,Arena D,South Korea,4,135.22,5,TRUE,Concrete,Rainy event,37,310.15
1538,Marsden,89,30,male,110m hurdles,2/19/20,Field B,China,5,111.09,5,FALSE,Gravel,Amazing crowd,36,309.15
1539,Carboneau,90,23,male,3000m,10/5/21,Track C,India,2,17.06,2,FALSE,Asphalt,Personal best!,28,301.15
1540,Amann,82,27,male,110m hurdles,11/5/22,Stadium A,South Korea,5,173.75,3,FALSE,Sand,Rainy event,25,298.15
1543,Caldwell,78,23,male,3000m,3/28/23,Field B,Mexico,2,38.82,5,TRUE,Concrete,Nice atmosphere,29,302.15
1547,Cox,61,30,male,1500m,11/8/23,Track C,Mexico,1,201.72,4,FALSE,Dirt,Windy day,23,296.15
1553,Anderson,84,23,male,800m,2/27/22,Stadium A,Canada,1,214.41,1,FALSE,Asphalt,Windy day,24,297.15
1555,Pena,86,29,male,800m,10/19/23,Arena D,USA,5,202.59,5,FALSE,Concrete,Good competition,19,292.15
1556,Seiler,80,29,male,3000m,5/23/19,Stadium A,India,1,175.7,3,TRUE,Dirt,Windy day,31,304.15
1557,Ritchie,66,33,male,100m,10/7/20,Field B,India,1,263.7,5,TRUE,Grass,Personal best!,36,309.15
1559,Cook,79,21,male,400m hurdles,10/25/22,Arena D,Brazil,2,101.38,5,TRUE,Concrete,Challenging race,19,292.15
1560,Glass,86,20,male,400m,2/20/20,Arena D,UK,3,19.28,5,TRUE,Gravel,Hot weather,19,292.15
1561,Tweed,64,33,male,200m,6/17/21,Arena D,Brazil,4,283.93,1,TRUE,Asphalt,Hot and humid,17,290.15
1565,Jun,89,33,male,1500m,3/28/22,Field B,South Korea,5,153,2,FALSE,Grass,Windy day,18,291.15
1567,Bell,72,27,male,400m hurdles,1/27/23,Track C,Mexico,5,173.19,2,FALSE,Concrete,Close finish,29,302.15
1569,Moran,65,30,male,3000m,11/2/19,Stadium A,USA,5,293.57,1,FALSE,Dirt,Amazing crowd,34,307.15
1570,Buchanan,76,22,male,110m hurdles,6/5/21,Field B,USA,5,56.04,5,TRUE,Gravel,Nice atmosphere,28,301.15
1571,Menjivar,80,31,male,200m,8/8/20,Field B,India,3,278.31,1,TRUE,Turf,Great race,35,308.15
1572,Marrs,72,34,male,1500m,1/30/20,Field B,Brazil,5,49.76,5,TRUE,Turf,Rainy event,35,308.15
1575,Matthew,62,21,male,400m,4/11/19,Arena D,USA,5,130.06,5,FALSE,Turf,Messy track,31,304.15
1576,Baez,71,27,male,3000m,3/30/20,Field B,USA,1,240.68,4,TRUE,Track,Close finish,30,303.15
1579,Faison,72,21,male,200m,1/16/21,Field B,Spain,1,132.91,1,TRUE,Sand,Windy day,34,307.15
1581,Cooper,61,31,male,110m hurdles,8/7/20,Stadium A,USA,2,183.77,4,TRUE,Grass,Great race,37,310.15
1582,Collins,66,29,male,100m,4/17/23,Field B,UK,2,176.92,3,FALSE,Gravel,Messy track,23,296.15
1593,Marsh,87,30,male,200m,8/28/23,Track C,UK,1,208.6,1,FALSE,Asphalt,Cloudy day,25,298.15
1598,Weekly,80,22,male,200m,3/11/23,Field B,South Korea,1,81.26,5,TRUE,Grass,Amazing crowd,26,299.15
1601,Mohler,85,29,male,3000m,4/30/23,Stadium A,South Korea,2,263.42,2,TRUE,Concrete,New personal record!,30,303.15
1604,Dale,84,35,male,400m,5/10/23,Stadium A,USA,1,49,2,TRUE,Dirt,Great event,30,303.15
1605,Reynolds,81,27,female,800m,4/29/21,Arena D,Brazil,4,232.01,1,TRUE,Sand,Messy track,29,302.15
1610,Robbins,68,26,female,800m,8/1/23,Arena D,Vietnam,2,173.75,4,FALSE,Turf,Great race,20,293.15
1611,Lane,66,24,female,200m,2/15/21,Field B,Brazil,5,203.43,4,TRUE,Track,Nice atmosphere,20,293.15
1613,Yarborough,82,26,female,200m,10/4/19,Track C,Vietnam,5,156.57,2,FALSE,Concrete,Rainy event,28,301.15
1614,Crawford,90,21,female,110m hurdles,3/4/19,Field B,Canada,3,237.29,5,FALSE,Sand,Messy track,35,308.15
1615,Smith,84,25,female,100m,7/23/22,Field B,Mexico,2,224.6,1,TRUE,Sand,Personal best!,24,297.15
1620,Balderas,72,25,female,3000m,10/30/21,Field B,India,1,126.19,1,TRUE,Asphalt,Wet conditions,20,293.15
1621,Cushenberry,71,27,female,200m,3/2/20,Track C,Canada,4,57.87,2,TRUE,Grass,Wet conditions,26,299.15
1627,Burt,87,21,female,400m hurdles,6/13/23,Field B,India,1,104.02,3,TRUE,Gravel,Enjoyed the event,17,290.15
1633,Meder,88,32,female,200m,3/4/21,Stadium A,Vietnam,5,120.8,5,FALSE,Asphalt,Good competition,37,310.15
1637,Lachiatto,64,33,female,1500m,6/7/22,Stadium A,China,4,247.3,5,TRUE,Asphalt,Personal best!,20,293.15
1639,Madison,85,35,female,400m,5/30/19,Arena D,Canada,1,172.91,3,FALSE,Dirt,Hot weather,24,297.15
1641,Billington,66,29,female,400m,12/9/20,Field B,USA,4,179.87,1,TRUE,Concrete,Great race,36,309.15
1644,Willard,76,21,female,110m hurdles,4/10/19,Stadium A,China,2,171.23,3,TRUE,Asphalt,Fast race,22,295.15
1646,Vinson,76,26,female,100m,9/13/23,Arena D,UK,2,21.44,2,TRUE,Asphalt,Cold day,29,302.15
1647,Mapston,79,26,female,400m,5/5/23,Arena D,Spain,5,19.7,4,FALSE,Track,Nice atmosphere,19,292.15
1650,Wells,62,35,female,400m hurdles,10/18/21,Stadium A,South Korea,4,167.8,5,TRUE,Gravel,Hot weather,31,304.15
1651,Pressley,83,26,female,110m hurdles,4/28/22,Track C,Mexico,3,151.07,2,TRUE,Gravel,Windy day,20,293.15
1653,Casey,78,29,female,3000m,8/28/19,Field B,Vietnam,3,162.98,1,FALSE,Asphalt,Challenging race,23,296.15
1658,Boucher,88,27,female,400m hurdles,4/22/19,Stadium A,South Korea,4,105.78,4,TRUE,Dirt,Good competition,20,293.15
1664,Lopez,88,31,female,100m,3/7/20,Arena D,Brazil,5,238.22,4,TRUE,Dirt,Nice atmosphere,24,297.15
1666,Reynolds,89,22,female,400m,9/5/21,Track C,Mexico,1,162.51,1,TRUE,Track,Nice atmosphere,20,293.15
1668,Edwards,66,28,female,400m hurdles,11/27/21,Track C,UK,5,59.2,5,FALSE,Sand,Hot weather,17,290.15
1669,Hookano,89,28,female,400m hurdles,1/19/21,Field B,Mexico,1,142.68,5,TRUE,Concrete,Cold day,23,296.15
1672,James,77,34,female,100m,1/29/23,Track C,USA,1,176.11,2,TRUE,Dirt,Hot and humid,27,300.15
1675,Hamilton,66,20,female,200m,7/26/21,Track C,Spain,5,180.38,4,FALSE,Gravel,Messy track,35,308.15
1680,Brown,65,22,female,200m,3/2/22,Arena D,USA,1,280.49,4,FALSE,Turf,Fast race,26,299.15
1684,Miles,72,20,female,3000m,12/17/22,Track C,India,2,209.91,3,FALSE,Gravel,Messy track,36,309.15
1685,Pitts,62,27,mail,400m hurdles,10/13/20,Track C,India,3,50.6,2,FALSE,Track,Cold day,19,292.15
1686,Page,61,21,mail,3000m,4/20/20,Track C,Brazil,5,15.2,1,FALSE,Concrete,Personal best!,22,295.15
1695,Nichols,77,20,mail,110m hurdles,7/27/20,Arena D,UK,2,269.1,3,FALSE,Dirt,Great race,30,303.15
1698,Hamel,70,27,mail,400m,4/21/22,Stadium A,Mexico,3,225.75,3,TRUE,Dirt,Great race,27,300.15
1699,Talbott,81,20,mail,400m hurdles,11/16/19,Field B,Brazil,5,168.23,3,TRUE,Sand,Personal best!,36,309.15
1704,Crasco,90,23,mail,800m,6/6/23,Arena D,Brazil,5,234.24,5,TRUE,Sand,Personal best!,20,293.15
1707,Mckinney,86,32,mail,400m hurdles,3/4/19,Arena D,Vietnam,4,54.54,4,FALSE,Grass,Hot weather,17,290.15
1708,Satcher,89,26,mail,800m,1/17/19,Field B,Vietnam,4,132.26,5,FALSE,Gravel,Great event,37,310.15
1711,Jolin,66,26,mail,100m,7/25/22,Track C,UK,1,26.63,5,FALSE,Dirt,Messy track,20,293.15
1712,Jones,81,25,mail,400m hurdles,9/24/19,Arena D,Vietnam,5,58.18,2,TRUE,Grass,Fast race,16,289.15
1717,Rubio,74,32,mail,1500m,11/4/22,Field B,India,1,295.29,3,FALSE,Concrete,Personal best!,27,300.15
1720,Curry,67,32,mail,1500m,11/1/21,Field B,Brazil,4,33.63,2,FALSE,Dirt,New personal record!,16,289.15
1725,Brickey,63,22,mail,1500m,12/30/22,Track C,Vietnam,2,139.03,1,TRUE,Track,Amazing crowd,21,294.15
1726,Buehler,76,20,mail,3000m,6/8/23,Field B,China,3,28.53,3,FALSE,Gravel,Rainy event,36,309.15
1728,Coulson,66,31,mail,400m hurdles,2/4/19,Stadium A,Canada,2,198.95,2,TRUE,Track,Rainy event,31,304.15
1730,Berlin,65,29,mail,1500m,9/24/23,Arena D,Canada,1,234.78,1,FALSE,Sand,Windy day,34,307.15
1734,Reese,83,35,mail,200m,6/21/23,Track C,India,3,186.43,2,TRUE,Dirt,Cloudy day,22,295.15
1741,Guerrero,71,28,mail,1500m,7/2/20,Arena D,China,2,85.26,1,FALSE,Asphalt,Cold day,24,297.15
1742,Johnson,76,29,mail,400m hurdles,1/21/19,Arena D,Canada,3,67.45,1,FALSE,Gravel,Amazing crowd,33,306.15
1743,Walsh,86,30,mail,3000m,2/15/22,Stadium A,UK,1,50.97,5,TRUE,Dirt,Amazing crowd,21,294.15
1745,Maxcy,77,31,mail,400m hurdles,12/19/20,Arena D,Spain,3,87.22,1,FALSE,Sand,Great race,37,310.15
1747,Benson,89,24,mail,800m,4/20/19,Stadium A,China,4,175.46,4,FALSE,Concrete,Good competition,31,304.15
1748,Glymph,73,20,mail,100m,7/11/23,Track C,USA,5,153.3,1,FALSE,Grass,Great event,16,289.15
1749,Ramsey,63,23,mail,100m,11/17/19,Arena D,UK,5,259.18,5,TRUE,Concrete,Cold day,22,295.15
1750,Hallenbeck,81,30,mail,800m,2/28/23,Field B,Spain,5,143.58,5,TRUE,Grass,Personal best!,33,306.15
1751,Holland,79,34,mail,3000m,7/12/23,Track C,UK,4,69.15,3,FALSE,Sand,Cloudy day,34,307.15
1755,Weeks,86,28,mail,200m,5/26/20,Stadium A,China,1,163.88,3,FALSE,Sand,Rainy event,37,310.15
1762,Holmes,85,26,femail,800m,11/4/22,Arena D,Canada,1,227.02,4,TRUE,Turf,Wet conditions,19,292.15
1767,Rhinehart,71,20,femail,400m hurdles,7/22/19,Stadium A,USA,1,100.83,4,FALSE,Track,Hot and humid,34,307.15
1769,Jackson,78,33,femail,400m,5/22/20,Arena D,India,4,196.71,2,TRUE,Track,Wet conditions,36,309.15
1771,Lynch,85,35,femail,110m hurdles,2/11/19,Field B,Vietnam,3,219.85,5,TRUE,Concrete,Hot weather,33,306.15
1774,Smith,86,26,femail,110m hurdles,4/25/20,Stadium A,South Korea,1,87.37,4,FALSE,Turf,Great event,27,300.15
1775,Keller,80,22,femail,400m,2/1/20,Arena D,India,5,148.99,5,TRUE,Concrete,Fast race,33,306.15
1777,Johnson,84,30,femail,100m,5/14/21,Field B,Brazil,2,32.75,5,TRUE,Grass,Messy track,31,304.15
1779,Spear,89,28,femail,110m hurdles,11/12/19,Stadium A,South Korea,4,97.55,3,TRUE,Grass,Wet conditions,24,297.15
1780,Hansen,75,23,femail,200m,1/27/22,Arena D,Brazil,1,224.89,3,FALSE,Track,Hot weather,34,307.15
1781,Gaston,76,21,femail,1500m,8/6/23,Arena D,India,1,128.51,5,FALSE,Turf,Fast race,21,294.15
1785,Johnson,63,29,femail,1500m,10/23/21,Field B,Brazil,2,72.29,3,TRUE,Grass,Wet conditions,28,301.15
1790,Lowery,81,28,femail,100m,1/2/23,Track C,China,1,10.54,1,FALSE,Turf,Rainy event,29,302.15
1794,Heavner,79,35,femail,400m,6/7/23,Arena D,USA,2,175.26,4,TRUE,Grass,Good competition,25,298.15
1796,Yocum,64,23,femail,400m,12/11/22,Stadium A,Vietnam,1,219.09,2,TRUE,Turf,New personal record!,32,305.15
1797,Johnson,90,34,femail,800m,3/1/21,Arena D,India,5,229.42,4,FALSE,Dirt,Hot weather,30,303.15
1799,White,61,23,femail,800m,7/15/23,Arena D,USA,2,133.69,2,TRUE,Turf,Great race,32,305.15
1803,Merlino,60,24,femail,100m,11/17/23,Stadium A,USA,5,218.64,2,TRUE,Grass,Great race,24,297.15
1807,Fiscalini,78,27,femail,100m,9/14/21,Track C,Brazil,3,294.39,1,FALSE,Asphalt,Cold day,34,307.15
1809,Calkins,90,23,femail,1500m,4/12/22,Arena D,India,4,20.84,4,FALSE,Turf,Rainy event,31,304.15
1810,Mccarty,80,34,femail,800m,11/10/21,Stadium A,Brazil,5,52.65,3,FALSE,Turf,Nice atmosphere,31,304.15
1812,Patterson,84,21,femail,200m,8/13/19,Arena D,Vietnam,3,22.01,5,FALSE,Track,Hot weather,32,305.15
1814,Carroll,78,35,femail,800m,8/23/22,Arena D,Vietnam,5,205.35,5,TRUE,Turf,Hot and humid,28,301.15
1828,Garcia,75,21,femail,1500m,4/1/23,Field B,UK,2,116.93,1,FALSE,Turf,Wet conditions,25,298.15
1834,Coleman,71,30,femail,800m,12/11/21,Stadium A,China,3,122.07,1,TRUE,Sand,New personal record!,34,307.15
1835,Reeves,88,20,femail,800m,8/13/21,Arena D,USA,4,244.43,5,TRUE,Grass,Cloudy day,19,292.15
1842,Forgey,73,20,M ,110m hurdles,2/3/19,Arena D,Canada,4,30.85,2,FALSE,Sand,Cloudy day,22,295.15
1844,Wagner,77,35,M ,100m,3/13/23,Track C,India,4,236.22,2,FALSE,Dirt,Good competition,18,291.15
1851,Henderson,80,22,M ,1500m,2/18/20,Arena D,Canada,3,162.86,1,TRUE,Gravel,Close finish,17,290.15
1857,Wise,81,28,M ,1500m,5/5/20,Stadium A,South Korea,2,210.51,4,FALSE,Concrete,Close finish,35,308.15
1859,Water,66,27,M ,3000m,9/15/19,Track C,UK,4,231.12,5,TRUE,Turf,Personal best!,31,304.15
1863,Keys,64,21,M ,110m hurdles,1/19/22,Field B,USA,4,98.49,4,TRUE,Gravel,Close finish,34,307.15
1866,Josephson,84,21,M ,800m,12/17/20,Track C,India,3,35.95,4,TRUE,Grass,Wet conditions,30,303.15
1867,Goddard,73,26,M ,1500m,10/10/20,Arena D,USA,1,129.98,2,TRUE,Asphalt,Cloudy day,29,302.15
1869,Torres,67,26,M ,3000m,1/19/21,Track C,Brazil,2,155.25,1,TRUE,Track,New personal record!,26,299.15
1876,Jones,64,34,M ,110m hurdles,7/14/19,Stadium A,Spain,4,177.22,5,TRUE,Sand,Great race,33,306.15
1878,Young,75,31,M ,400m hurdles,4/24/19,Field B,USA,5,197.82,5,FALSE,Grass,New personal record!,28,301.15
1879,Horiuchi,67,33,M ,3000m,6/9/19,Field B,USA,5,273.68,5,FALSE,Concrete,Enjoyed the event,25,298.15
1880,Seiersen,83,31,M ,400m hurdles,1/29/23,Stadium A,Canada,4,262.72,2,TRUE,Gravel,Personal best!,27,300.15
1884,Coker,76,35,M ,100m,1/8/23,Track C,India,1,14.09,2,TRUE,Concrete,Wet conditions,19,292.15
1887,Pak,90,26,M ,100m,11/9/22,Stadium A,USA,4,291.04,3,TRUE,Gravel,Challenging race,29,302.15
1888,Higgs,84,27,M ,100m,1/29/19,Track C,South Korea,4,108.03,1,FALSE,Asphalt,Great event,37,310.15
1890,Carlisle,72,20,M ,100m,1/17/23,Track C,USA,4,281.26,3,TRUE,Concrete,Rainy event,31,304.15
1891,Mccreary,63,29,M ,110m hurdles,1/23/23,Arena D,Vietnam,5,182.22,2,TRUE,Concrete,Wet conditions,17,290.15
1899,Montgomery,77,33,M ,800m,4/25/19,Track C,Brazil,4,105.91,1,TRUE,Turf,Windy day,26,299.15
1900,Trosclair,70,20,M ,100m,3/9/19,Stadium A,South Korea,3,258.33,3,TRUE,Grass,Wet conditions,27,300.15
1903,Takahashi,85,32,M ,800m,5/22/19,Stadium A,Spain,2,46.42,4,TRUE,Asphalt,Nice atmosphere,20,293.15
1909,Crawford,75,31,M ,800m,11/8/21,Stadium A,Mexico,5,161.81,2,TRUE,Gravel,Fast race,29,302.15
1910,Gresham,68,31,M ,110m hurdles,7/16/20,Field B,Canada,5,156.45,5,FALSE,Asphalt,Cloudy day,32,305.15
1920,Vanderweide,71,33,M ,1500m,12/12/21,Arena D,USA,4,236.57,5,FALSE,Dirt,Personal best!,32,305.15
1922,Parker,71,29,M ,200m,7/27/19,Track C,USA,4,235.8,2,TRUE,Grass,Cloudy day,29,302.15
1923,Smith,75,30,M ,1500m,3/27/21,Stadium A,Vietnam,4,82.35,4,FALSE,Dirt,Cold day,29,302.15
1924,Askins,84,22,M ,400m,10/14/19,Field B,South Korea,2,92.45,1,TRUE,Gravel,Amazing crowd,26,299.15
1925,Escobar,66,28,M ,110m hurdles,11/20/22,Track C,Spain,3,140.62,1,FALSE,Sand,Great event,37,310.15
1930,Williams,84,23,M ,400m,5/9/21,Stadium A,Spain,3,139.83,5,TRUE,Grass,Fast race,30,303.15
1931,Knowles,62,26,M ,400m hurdles,4/4/21,Arena D,China,3,178.95,4,TRUE,Track,Rainy event,25,298.15
1939,Jacques,80,30,M ,100m,4/26/21,Track C,Canada,3,253.31,5,FALSE,Asphalt,Personal best!,29,302.15
1944,Cottingham,82,22,M ,400m,6/17/23,Arena D,USA,1,88.31,1,FALSE,Sand,Wet conditions,16,289.15
1947,Bartlett,80,24,M ,3000m,10/25/19,Field B,Brazil,4,70.74,1,FALSE,Track,Hot weather,16,289.15
1948,Cain,60,25,M ,400m hurdles,5/11/21,Track C,Mexico,5,127.57,4,TRUE,Sand,Messy track,19,292.15
1951,Adams,80,28,M ,1500m,10/12/21,Arena D,Spain,4,75.34,1,FALSE,Gravel,Amazing crowd,21,294.15
1952,Rickard,81,28,M ,3000m,10/7/20,Arena D,South Korea,1,75.32,1,FALSE,Sand,Wet conditions,36,309.15
1955,Kain,65,23,M ,200m,12/1/20,Field B,Mexico,1,178.4,4,TRUE,Gravel,Rainy event,26,299.15
1962,Banks,73,24,M ,3000m,3/19/23,Stadium A,Mexico,5,252.33,4,TRUE,Turf,Personal best!,32,305.15
1963,Anderson,67,28,M ,400m hurdles,5/19/22,Arena D,Brazil,2,22.67,5,TRUE,Track,Hot and humid,16,289.15
1964,Smith,83,35,M ,100m,6/17/19,Field B,USA,5,252.18,1,TRUE,Gravel,Messy track,19,292.15
1973,Oconor,75,34,M ,100m,5/23/22,Field B,UK,4,124.37,3,TRUE,Track,Challenging race,37,310.15
1976,Vallery,63,32,M ,1500m,11/15/21,Field B,UK,5,104.19,1,TRUE,Gravel,Windy day,34,307.15
1977,Oneil,67,20,M ,110m hurdles,7/17/23,Stadium A,Canada,3,176.81,2,FALSE,Dirt,Great event,16,289.15
1982,Browne,62,20,M ,1500m,9/25/20,Stadium A,China,5,213.93,3,FALSE,Concrete,Challenging race,31,304.15
1986,Gionest,88,22,M ,800m,7/19/22,Track C,USA,3,288.69,5,FALSE,Sand,Cold day,24,297.15
1989,Cerda,67,31,M ,200m,9/13/22,Stadium A,Mexico,1,137.35,4,TRUE,Dirt,Enjoyed the event,28,301.15
1990,Mccune,71,32,M ,100m,4/8/22,Track C,USA,3,227.17,3,FALSE,Dirt,Nice atmosphere,20,293.15
1992,Rose,78,21,M ,400m hurdles,2/7/19,Field B,South Korea,2,28.29,3,FALSE,Sand,Hot and humid,20,293.15
1993,Joyce,75,28,M ,800m,3/25/23,Stadium A,UK,1,282.18,1,FALSE,Gravel,Close finish,20,293.15
1994,Cantrell,88,32,M ,1500m,1/25/20,Field B,USA,3,182.14,5,FALSE,Sand,Challenging race,30,303.15
1999,Legros,76,25,M ,3000m,4/9/19,Field B,Mexico,3,153.91,3,FALSE,Turf,New personal record!,30,303.15
2000,Schneidtmille,69,26,M ,3000m,12/10/23,Arena D,Brazil,5,201.99,3,TRUE,Turf,Enjoyed the event,34,307.15
2003,Zombory,81,33,M ,200m,7/22/19,Stadium A,China,5,221.86,1,TRUE,Dirt,Great event,26,299.15
2011,Lux,66,27,M ,400m hurdles,2/3/22,Stadium A,China,2,142.28,3,FALSE,Track,Nice atmosphere,16,289.15
2018,Angles,74,29,M ,110m hurdles,12/30/22,Stadium A,South Korea,2,271.31,2,TRUE,Dirt,Rainy event,37,310.15
2019,Aupperle,90,24,M ,3000m,7/2/23,Stadium A,Vietnam,2,285.22,3,TRUE,Turf,Amazing crowd,30,303.15
2024,Obenshain,68,32,M ,110m hurdles,5/21/21,Arena D,Spain,4,259.46,3,FALSE,Asphalt,Cold day,18,291.15
2025,Rudisill,88,35,M ,400m,11/27/21,Stadium A,Mexico,1,211.94,1,FALSE,Grass,Windy day,37,310.15
2026,Cole,90,31,M ,3000m,6/8/19,Track C,Brazil,3,106.58,1,FALSE,Dirt,Messy track,21,294.15
2028,Randolph,88,28,M ,400m hurdles,10/19/21,Arena D,USA,2,126.83,1,TRUE,Concrete,Messy track,22,295.15
2029,Keith,85,24,M ,110m hurdles,4/2/21,Field B,China,1,216.48,3,FALSE,Sand,Amazing crowd,23,296.15
2031,Keen,87,25,M ,100m,7/10/21,Field B,Vietnam,2,64.26,2,FALSE,Grass,Windy day,20,293.15
2039,Allen,84,22,M ,110m hurdles,6/10/23,Field B,Mexico,4,62.22,2,TRUE,Concrete,Personal best!,33,306.15
2042,Orchard,67,35,M ,1500m,10/22/23,Track C,China,3,222.97,1,FALSE,Grass,Nice atmosphere,23,296.15
2043,Okins,74,30,M ,3000m,11/17/22,Stadium A,Brazil,4,194.67,5,FALSE,Dirt,Cold day,25,298.15
2045,Decarlo,82,32,M ,400m,7/3/19,Stadium A,Vietnam,2,22.79,1,FALSE,Asphalt,Hot weather,22,295.15
2051,Newell,60,29,M ,100m,6/4/19,Stadium A,South Korea,4,28.85,3,TRUE,Turf,Challenging race,25,298.15
2055,Allen,72,29,M ,100m,1/22/21,Field B,South Korea,2,146.73,1,TRUE,Gravel,Cold day,30,303.15
2056,Davis,63,20,M ,1500m,11/8/19,Arena D,UK,3,30.89,1,FALSE,Sand,Hot and humid,35,308.15
2057,Coram,64,27,M ,200m,1/25/21,Field B,Mexico,2,140.21,1,FALSE,Asphalt,Amazing crowd,16,289.15
2062,Morris,60,25,M ,110m hurdles,9/21/20,Arena D,India,4,173.82,5,FALSE,Sand,Cloudy day,29,302.15
2064,Sterback,81,20,M ,800m,10/2/20,Track C,Vietnam,3,83.45,5,FALSE,Concrete,Enjoyed the event,27,300.15
2066,Shinnick,80,27,M ,800m,8/16/21,Track C,UK,4,196.57,5,TRUE,Track,Close finish,16,289.15
2067,Vildosola,87,23,M ,800m,12/5/20,Track C,India,4,173.88,4,FALSE,Grass,Great event,17,290.15
2073,Anderson,67,33,M ,200m,5/19/21,Field B,Mexico,3,207.77,4,FALSE,Dirt,Close finish,17,290.15
2074,Tan,88,29,M ,110m hurdles,9/9/19,Field B,UK,3,71.66,4,TRUE,Sand,Windy day,23,296.15
