,UNITID,INSTNM,IALIAS,ADDR,CITY,STABBR,ZIP,FIPS,OBEREG,CHFNM,CHFTITLE,GENTELE,EIN,UEIS,OPEID,OPEFLAG,WEBADDR,ADMINURL,FAIDURL,APPLURL,NPRICURL,VETURL,ATHURL,DISAURL,SECTOR,ICLEVEL,CONTROL,HLOFFER,UGOFFER,GROFFER,HDEGOFR1,DEGGRANT,HBCU,HOSPITAL,MEDICAL,TRIBAL,LOCALE,OPENPUBL,ACT,NEWID,DEATHYR,CLOSEDAT,CYACTIVE,POSTSEC,PSEFLAG,PSET4FLG,RPTMTH,INSTCAT,C21BASIC,C21IPUG,C21IPGRD,C21UGPRF,C21ENPRF,C21SZSET,C18BASIC,C15BASIC,CCBASIC,CARNEGIE,LANDGRNT,INSTSIZE,F1SYSTYP,F1SYSNAM,F1SYSCOD,CBSA,CBSATYPE,CSA,COUNTYCD,COUNTYNM,CNGDSTCD,LONGITUD,LATITUDE,DFRCGID,DFRCUSCG
110,106315,Arkansas Beauty School-Little Rock, ,8521 Geyer Springs Road Unit 30,Little Rock,AR,72209,5,5,Larry Robinson,CEO,5015625673,464097088,Z5MHBM5Y9DF8,03005100,1,arbs.edu/,arbs.edu/admissions/, , ,nces.ed.gov/collegenavigator/,arbs.edu/, ,arbs.edu/,9,3,3,2,1,2,0,2,2,-2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,-2,-2,30780,1,340,5119,Pulaski County,502,-92.343366,34.672171,26,2
111,106324,Arkansas Beauty College, ,109 N Commerce St,Russellville,AR,72801,5,5,Barbara Ward,Owner & Instructor,4799683075,710583561,V5HCVF821UW5,03997300,1,https://www.arkansasbeautycollege.us/, , ,cdn.website-editor.net/3fac8348cd68428689a52dd8e8c7c8a5/files/uploaded/Pre-Enrollement%2520Application%25202019%2520Blank.pdf,arkbeautycollege.wixsite.com/netpricecalculator,www.arkansasbeautycollege.us/, ,www.arkansasbeautycollege.us/,9,3,3,2,1,2,0,2,2,-2,2,2,33,1,A ,-2,-2,-2,1,1,1,1,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,-2,-2,40780,2,-2,5115,Pope County,503,-93.135369,35.27902,46,2
112,106342,Lyon College, ,2300 Highland Road,Batesville,AR,72501,5,5,Melissa Taverner,President,8703077000,710246213,LQ5VVQY25V39,00108800,1,www.lyon.edu/,www.lyon.edu/admission,https://www.lyon.edu/financial-aid,https://lyon-uga.edu.185r.net/survey/?id=112,https://lyon.virtueanalytics.com/#!/home/npc,www.lyon.edu/veterans-and-dependents-benefits-and-military-service-credit,ope.ed.gov/athletics/#/institution/details,https://www.lyon.edu/americans-disabilities-act,2,1,2,5,1,2,30,1,2,2,2,2,33,1,A ,-2,-2,-2,1,1,1,1,1,2,21,9,0,12,2,8,21,21,21,31,2,1,2,-2,-2,12900,2,-2,5063,Independence County,501,-91.625354,35.777619,133,1
113,106351,Arkansas Technical School, ,200 E Washington Ave,North Little Rock,AR,72114,5,5,Gwendolyn Middleton,Campus President,5018916283,710455324,SX8RMK64Q8E1,03023400,1,www.arktech.edu/,www.arktech.edu/,www.arktech.edu/,www.arktech.edu/,arktech.edu/careeer-services/net-price-calculator/,www.arktech.edu/, ,www.arktech.edu/,9,3,3,2,1,2,0,2,2,-2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,-2,-2,30780,1,340,5119,Pulaski County,502,-92.266429,34.753843,46,2
114,106360,Arthur's Beauty College,Arthur's Beauty College,2000 North B Street,Fort Smith,AR,72901-3342,5,5,Chris Strawn,Owner,4797833301,710542768,TL9GN2MD99G8,02363502,1,www.arthursbeautycollege.com/,https://www.arthursbeautycollege.com/fort-smith-campus.html,www.arthursbeautycollege.com/financial-aid.html,www.arthursbeautycollege.com/application.html,https://www.arthursbeautycollege.com/fort-smith.html, , ,www.arthursbeautycollege.com/,9,3,3,2,1,2,0,2,2,-2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,1,Arthur's Beauty College Inc.,300350,22900,1,-2,5131,Sebastian County,503,-94.410967,35.379955,46,2
115,106397,University of Arkansas,University of Arkansas|Arkansas,"1125 W Maple St, Administration Bldg 425",Fayetteville,AR,72701,5,5,Charles F. Robinson,Interim Chancellor,4795752000,716003252,MECEHTM8DB17,00110800,1,https://www.uark.edu/,https://admissions.uark.edu/,https://finaid.uark.edu/,https://admissions.uark.edu/apply/,https://finaid.uark.edu/aid-calculator.php,https://veteranscenter.uark.edu/,https://catalog.uark.edu/undergraduatecatalog/academicregulations/graduationrates/,https://cea.uark.edu/,1,1,1,9,1,1,11,1,2,2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,1,2,15,17,15,12,4,16,15,15,15,15,1,5,1,University of Arkansas System,105030,22220,1,-2,5143,Washington County,503,-94.176981,36.070009,91,1
116,106412,University of Arkansas at Pine Bluff,UAPB,1200 N University Mail Slot 4789,Pine Bluff,AR,71601,5,5,Laurence B. Alexander,Chancellor,8705758000,716010030,GS4HPMAP57Q5|DA2MMMDM3CM7,00108600,1,www.uapb.edu/,www.uapb.edu/admissions.aspx,www.uapb.edu/administration/enrollment_management/financial_aid.aspx,https://www.uapb.edu/admissions.aspx,www.uapb.edu/admissions/net_price_calculator.aspx, ,https://www.uapb.edu/administration/office_of_the_chancellor/planning_institutional_research_and_public_information/student_outcome_data.aspx,www.uapb.edu/administration/student_affairs/disability_services.aspx,1,1,1,9,1,1,12,1,1,2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,1,2,22,16,6,10,3,11,22,22,22,32,1,2,1,University of Arkansas System,105030,38220,1,340,5069,Jefferson County,504,-92.018683,34.244031,134,1
117,106449,Arkansas State University-Beebe,ASU-BEEBE,1000 Iowa Street,Beebe,AR,72012-1000,5,5,Jennifer Methvin,Chancellor,5018823600,710421333,HQUJY91V8XK8,00109100,1,www.asub.edu/,www.asub.edu/admissions/,www.asub.edu/financial-aid/,www.asub.edu/admissions/index.aspx,https://www.asub.edu/financial-aid/17-18-files/npcalc2.htm,www.asub.edu/veterans-services/, ,www.asub.edu/student-success-center/disability-services/,4,2,1,3,1,2,40,1,2,-2,2,2,31,1,A ,-2,-2,-2,1,1,1,1,1,4,4,2,0,2,1,3,5,6,11,40,2,2,1,Arkansas State University System,105010,42620,2,340,5145,White County,502,-91.895351,35.074176,69,1
118,106458,Arkansas State University,A-State,"2105 East, Aggie Road",Jonesboro,AR,72401,5,5,Todd Shields,Chancellor,8709722100,716000556,TRMDNABWE872,00109000,1,www.astate.edu/,www.astate.edu/admissions,www.astate.edu/finaid,https://www.astate.edu/info/apply/,www.astate.edu/a/finaid/tuition-fees/net-price-calculator/index.dot, ,www.astate.edu/a/irp/student-right-to-know/files/Student Athletes Graduation Rates - 2010 Cohort.pdf,https://www.astate.edu/disability,1,1,1,9,1,1,11,1,2,2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,1,2,16,16,18,9,4,13,16,18,18,21,2,4,1,Arkansas State University System,105010,27860,1,308,5031,Craighead County,501,-90.679988,35.842388,95,1
119,106467,Arkansas Tech University,ATU|Tech|Arkansas Tech,"Administration Bldg 200, 1509 N Boulder Ave",Russellville,AR,72801-2222,5,5,Robin E Bowen,President,4799680389,716014834,GJKNWWCG6J26,00108900,1,www.atu.edu/,www.atu.edu/admissions/,www.atu.edu/finaid/,www.atu.edu/admissions/,www.atu.edu/finaid/npcalc.htm,www.atu.edu/catalog/,www.atu.edu/righttoknow/,www.atu.edu/disabilities/index.php,1,1,1,9,1,1,12,1,2,2,2,2,33,1,A ,-2,-2,-2,1,1,1,1,1,3,18,16,12,10,3,13,18,18,18,21,2,3,2,-2,-2,40780,2,-2,5115,Pope County,503,-93.13562,35.293237,192,1
120,106485,University of Arkansas at Monticello,UAM,Highway 425 South,Monticello,AR,71656,5,5,Dr. Peggy Doss,Chancellor,8703676811,716008509,LHMCTJMK1XG3,00108500,1,www.uamont.edu/,www.uamont.edu/admissions/index.html,www.uamont.edu/admissions/financial-aid/index.html,https://weevilnetcs.uamont.cloud/psc/csprd/EMPLOYEE/SA/c/CTF_MENU.CTF_C_SIGNON.GBL?Page=CTF_C_SIGNON&Action=U&CTF_ID=UAM_APP1&TargetFrameName=None&,www.uamont.edu/NetPrice/npcalc.htm,www.uamont.edu/admissions/financial-aid/veteran-affairs.html,www.uamont.edu/life/students-right-to-know.html,www.uamont.edu/admissions/sss/index.html,1,1,1,7,1,1,20,1,2,2,2,2,33,1,A ,-2,-2,-2,1,1,1,1,1,3,19,13,6,11,3,10,19,20,20,32,2,2,1,University of Arkansas System,105030,-2,-2,-2,5043,Drew County,504,-91.811153,33.590909,193,1
121,106494,Arthur's Beauty College,Arthur's Beauty College,2600 John Harden Drive,Jacksonville,AR,72076,5,5,Chris Strawn,Owner,5019828987,710542768,DBJVM3JM4AR7,02538503,1,arthursbeautycollege.com/,https://www.arthursbeautycollege.com/jacksonville-campus.html,https://www.arthursbeautycollege.com/financial-aid.html,www.arthursbeautycollege.com/application.html,https://www.arthursbeautycollege.com/jacksonville.html, , ,arthursbeautycollege.com/,9,3,3,2,1,2,0,2,2,-2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,1,Arthur's Beauty College Inc.,300350,30780,1,340,5119,Pulaski County,502,-92.102579,34.891572,44,2
122,106546,Baptist Health College Little Rock,BHCLR,11900 COLONEL GLENN RD STE 1000,Little Rock,AR,72210-2827,5,5,Judy Pile,Chancellor,5012026200,710236856,SNRQVDQNHWK7,03105200,1,https://www.bhclr.edu/,www.bhclr.edu/admissions/apply-to-bhclr/new-transfer-students/,https://www.bhclr.edu/student-services/financial-aid/,https://bhclr.edu/prospective-students/application-information/application/,https://www.bhclr.edu/student-services/accounts/netprice/npcalc.htm,https://www.bhclr.edu/student-services/veteran-affairs-services/, ,www.bhclr.edu/student-services/resources/disability-services/,5,2,2,4,1,2,40,1,2,-2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,1,4,10,4,0,4,1,2,10,-2,-2,-2,2,1,1,Baptist Health,200150,30780,1,340,5119,Pulaski County,502,-92.40692,34.713115,174,2
123,106625,Black River Technical College, ,1410 Hwy 304 East,Pocahontas,AR,72455,5,5,Martin Eggensperger,President,8702484000,710416918,MVS1R3U56M17,02052200,1,www.blackrivertech.edu/,www.blackrivertech.org/admission-registration-enrollment,www.blackrivertech.org/financial-aid,https://www.blackrivertech.org/admission-registration-enrollment,www.blackrivertech.org/financial-aid/net-price-calculator, , ,www.blackrivertech.org/current-students/student-support-services/ada-accessibility-services,4,2,1,3,1,2,40,1,2,-2,2,2,41,1,A ,-2,-2,-2,1,1,1,1,1,4,1,1,0,2,1,2,4,5,2,40,2,2,2,-2,-2,-2,-2,-2,5121,Randolph County,501,-90.951033,36.239793,61,2
124,106704,University of Central Arkansas, ,201 Donaghey Ave,Conway,AR,72035-0001,5,5,Houston Davis,President,5014505000,716001828,E557HM9TKJ17,00109200,1,www.uca.edu/,uca.edu/admissions,uca.edu/financialaid/,uca.edu/admissions/apply,uca.edu/financialaid/financial-aid-net-price-calculator/,uca.edu/studentaccounts,uca.edu/consumerinfo/,uca.edu/disability/,1,1,1,9,1,1,11,1,2,2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,1,2,17,16,18,13,4,13,17,18,18,21,2,3,2,-2,-2,30780,1,340,5045,Faulkner County,502,-92.457672,35.077945,98,1
125,106713,Central Baptist College,CBC,1501 College Avenue,Conway,AR,72034,5,5,Terry Kimbrow,President,5013296872,710349638,P3C9PEU8C914,00109300,1,www.cbc.edu/,https://www.cbc.edu/admissions,https://www.cbc.edu/cost,https://www.cbc.edu/apply,https://www.cbc.edu/estimateexpenses,https://www.cbc.edu/military,https://www.cbc.edu/studentinfo,https://www.cbc.edu/disabilitysupport,2,1,2,5,1,2,30,1,2,2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,1,2,22,18,0,11,2,7,22,22,22,51,2,1,2,-2,-2,30780,1,340,5045,Faulkner County,502,-92.445021,35.083838,139,2
126,106795,Cossatot Community College of the University of Arkansas,UA Cossatot,183 College Drive,De Queen,AR,71832,5,5,Dr. Steve Cole,Chancellor,8705844471,710445507,KPL7E2MG16E4,02220900,1,www.cccua.edu/,www.cccua.edu/apply-enroll,www.cccua.edu/pay-for-college/financial-aid,www.cccua.edu/apply-enroll,www.cccua.edu/Content/Uploads/cccua/files/npcalc/npc.html,www.cccua.edu/pay-for-college/veteran-affairs, ,www.cccua.edu/student-life/disability-support-services,4,2,1,3,1,2,40,1,2,-2,2,2,41,1,A ,-2,-2,-2,1,1,1,1,1,4,2,1,0,1,1,2,6,8,11,40,2,2,1,University of Arkansas System,105030,-2,-2,-2,5133,Sevier County,504,-94.3673,34.043389,64,2
127,106810,Crowley's Ridge College, ,100 College Dr,Paragould,AR,72450,5,5,Richard Johnson,President,8702366901,710462177,ndkfsgyvaar1,00109500,1,www.crc.edu/, , , ,crc.edu/wp/financial-aid/, , ,www.crc.edu/,2,1,2,5,1,2,30,1,2,2,2,2,41,1,A ,-2,-2,-2,1,1,1,1,1,2,22,18,0,10,2,8,22,23,13,40,2,1,2,-2,-2,37500,2,308,5055,Greene County,501,-90.584395,36.064845,141,2
128,106883,East Arkansas Community College, ,1700 Newcastle Rd,Forrest City,AR,72335-2204,5,5,Dr. Cathie Cline,President,8706334480200,710450242,zmewgrbnjr56,01226000,1,https://www.eacc.edu/,https://www.eacc.edu/admission-and-registration,https://www.eacc.edu/financial-aid,https://my.eacc.edu/ICS/Admissions/Admissions_Home.jnz,https://www.eacc.edu/pages?id=100,https://www.eacc.edu/pages?id=219, ,https://www.eacc.edu/pages?id=77,4,2,1,3,1,2,40,1,2,-2,2,2,32,1,A ,-2,-2,-2,1,1,1,1,1,4,5,2,0,2,1,2,3,3,1,40,2,2,2,-2,-2,22620,2,368,5123,St. Francis County,501,-90.767726,35.041655,73,2
129,106892,Eastern College of Health Vocations-Little Rock, ,200 South University Avenue,Little Rock,AR,72205,5,5,Joseph P. Dalto III,Owner,5015680211,710579911,GGDCVDZB6CB1,02272400,5,www.easterncollege.edu/,www.easterncollege.edu/,www.easterncollege.edu/,www.easterncollege.edu/,www.easterncollege.edu/financial-aid, , ,www.easterncollege.edu/,9,3,3,1,1,2,0,2,2,-2,2,2,12,1,A ,-2,-2,-2,1,1,1,2,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,-2,-2,30780,1,340,5119,Pulaski County,502,-92.341891,34.75128,-1,-1
130,106908,Paul Mitchell the School-Little Rock, ,4201 E McCain Blvd,North Little Rock,AR,72117,5,5,George Brunt,Owner,5018011833,208251565,S3BUQLZXRPS3,03124900,1,paulmitchell.edu/littlerock,paulmitchell.edu/littlerock/request-a-tour,https://paulmitchell.edu/littlerock/financial-aid,https://paulmitchell.edu/littlerock/request-enrollment-information,paulmitchell.edu/littlerock/programs/cosmetology, , ,paulmitchell.edu/littlerock/info/links,9,3,3,2,1,2,0,2,2,-2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,1,Paul Mitchell Advanced Education,303610,30780,1,340,5119,Pulaski County,502,-92.222202,34.789913,15,2
131,106980,National Park College,National Park College,101 College Dr,Hot Springs,AR,71913,5,5,John Hogan,President,5017604222,710445211,N4EYXLDJ5ZD7,01210500,1,www.np.edu/,www.np.edu/admissions,https://np.edu/admissions/financial-aid,https://www.np.edu/admissions,https://np.edu/admissions/financial-aid/cost-attendance.aspx,https://np.edu/student-services/va-center.aspx,https://np.edu/about/institutional-resources-and-reporting/default.aspx,www.np.edu/student-services/disability-services,4,2,1,3,1,2,40,1,2,-2,2,2,23,1,A ,-2,-2,-2,1,1,1,1,1,4,4,2,0,3,1,2,7,2,2,40,2,2,2,-2,-2,26300,1,284,5051,Garland County,504,-93.119248,34.512687,70,2
132,106999,University of Arkansas Community College-Batesville,UACCB,2005 White Drive,Batesville,AR,72503-3350,5,5,Brian Shonk,Chancellor,8706122000,710445264, ,02073500,1,www.uaccb.edu/,www.uaccb.edu/admissions/,www.uaccb.edu/financial-aid/,www.uaccb.edu/application/step1/,www.uaccb.edu/net-price-calculator/,www.uaccb.edu/va-payment-and-refund-information/, ,www.uaccb.edu/disability-services/,4,2,1,3,1,2,40,1,2,-2,2,2,33,1,A ,-2,-2,-2,1,1,1,1,1,4,7,3,0,2,1,2,7,4,11,40,2,2,1,University of Arkansas System,105030,12900,2,-2,5063,Independence County,501,-91.615852,35.792923,78,1
133,107044,Harding University, ,915 E. Market Ave.,Searcy,AR,72149-5615,5,5,Mike Williams,President,5012794000,710236896,Q9D2D7M64DD5,00109700,1,www.harding.edu/,www.harding.edu/admissions/,www.harding.edu/finaid/,www.harding.edu/admissions/howtoapply.html,www.harding.edu/admissions/npc.html,www.harding.edu/registrar/va.html,www.harding.edu/consumerinfo/,www.harding.edu/academics/academic-support/disabilityservices,2,1,2,9,1,1,11,1,2,2,2,2,32,1,A ,-2,-2,-2,1,1,1,1,1,2,17,16,12,12,4,14,17,18,18,22,2,2,2,-2,-2,42620,2,340,5145,White County,502,-91.726143,35.247386,100,1
134,107071,Henderson State University, ,1100 Henderson Street,Arkadelphia,AR,71999-0001,5,5,Jim Borsig,Chancellor,8702305000,716000286, ,00109800,1,https://www.hsu.edu/,https://www.hsu.edu/pages/future-students/admissions/,https://www.hsu.edu/pages/future-students/financial-aid/,https://admissions.hsu.edu/apply/,https://www.hsu.edu/pages/future-students/financial-aid/net-price-calculator/, ,https://www.hsu.edu/pages/about/consumer-information/academics/,https://www.hsu.edu/pages/about/administration/student-affairs-and-student-success/trio-programs/disability-resource-center/,1,1,1,8,1,1,20,1,2,2,2,2,32,1,A ,-2,-2,-2,1,1,1,1,1,2,19,16,6,11,3,11,19,19,19,21,2,2,1,Arkansas State University System,105010,11660,2,-2,5019,Clark County,504,-93.059703,34.128155,116,2
135,107080,Hendrix College, ,1600 Washington Ave,Conway,AR,72032-3080,5,5,Ellis Arnold,President,5013296811,710236897,FJQNLA23C6K1,00109900,1,https://www.hendrix.edu/,https://www.hendrix.edu/admission,https://www.hendrix.edu/financialaid,https://www.hendrix.edu/apply,https://collegenpc.com/hendrixcollege, ,www.hendrix.edu/institutionalresearch/disclosures/,www.hendrix.edu/academicaffairs/default.aspx?id=1990,2,1,2,7,1,1,20,1,2,2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,1,2,21,7,2,12,3,11,21,21,21,31,2,2,2,-2,-2,30780,1,340,5045,Faulkner County,502,-92.443256,35.101565,131,1
136,107099,Hot Springs Beauty College, ,100 Cones Rd,Hot Springs,AR,71901,5,5,Andrea Causey,Chief Executive Officer,5016244258,710602928,XK1LBT8Y47C8,03007100,1,hotspringsbeautycollege.com/, , ,https://hotspringsbeautycollege.com/apply,hotspringsbeautycollege.com/disclosures,hotspringsbeautycollege.com/, ,hotspringsbeautycollege.com/,9,3,3,2,1,2,0,2,2,-2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,-2,-2,26300,1,284,5051,Garland County,504,-93.037277,34.496057,30,2
137,107123,Jefferson Regional School of Nursing,JRMC School of Nursing,1600 West 40th Avenue,Pine Bluff,AR,71603,5,5,Michelle Newton,Director,8705417858,710329353,LRJPUYMR4HMU,02330800,1,www.jrmc.org/,www.jrmc.org/,www.jrmc.org/,www.jrmc.org/, ,www.jrmc.org/, ,www.jrmc.org/,5,2,2,3,1,2,40,1,2,-2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,2,4,10,4,0,4,1,1,-2,-2,-2,-2,2,1,1,Jefferson Regional Medical System,200770,38220,1,340,5069,Jefferson County,504,-92.018045,34.187831,174,2
138,107141,John Brown University, ,2000 W University St,Siloam Springs,AR,72761,5,5,Dr Charles W. Pollard,President,4795249500,710239576,E8JMLPBES6E6,00110000,1,https://www.jbu.edu/,https://www.jbu.edu/admissions/,https://www.jbu.edu/financial-aid,https://www.jbu.edu/apply/,https://admissions.jbu.edu/register/net-price-calculator, ,https://www.jbu.edu/about/facts/,https://www.jbu.edu/academic-assistance/disability-services/,2,1,2,7,1,1,20,1,2,2,2,2,32,1,A ,-2,-2,-2,1,1,1,1,1,2,19,16,11,13,4,11,19,19,22,32,2,2,2,-2,-2,22220,1,-2,5007,Benton County,503,-94.560283,36.189812,118,1
139,107220,Career Academy of Hair Design,Leon's Inc. DBA Career Academy of Hair Design,346 E. Robinson Ave,Springdale,AR,72764-7128,5,5,Jim Butenschoen,Administrator,4799860775,710767610,zc2jj2fdfu94,02341700,1,www.beautynwa.com/,www.beautynwa.com/,www.beautynwa.com/,www.beautynwa.com/,www.beautynwa.com/npcalc/, , ,www.beautynwa.com/,9,3,3,2,1,2,0,2,2,-2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,-2,-2,22220,1,-2,5143,Washington County,503,-94.12947,36.167605,18,2
140,107293,Academy of Salon and Spa,Academy of Salon & Spa,311 S 16th St,Fort Smith,AR,72901,5,5,Alan Anderson,Vice President,4797825059,710416504,N97KL4RCR6M5,01074100,1,www.academysalonspa.com/,www.academysalonspa.com/courses/enrollment/,www.academysalonspa.com/courses/financial-aid/,www.academysalonspa.com/contact-us/contact-admissions/,www.academysalonspa.com/courses/financial-aid/,www.academysalonspa.com/courses/enrollment, ,www.academysalonspa.com/courses/enrollment,9,3,3,2,1,2,0,2,2,-2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,-2,-2,22900,1,-2,5131,Sebastian County,503,-94.41616,35.38097,40,2
141,107318,Arkansas State University Mid-South,ASU Mid-South,2000 W.  Broadway,West Memphis,AR,72301-3829,5,5,Dr. Debra West,Chancellor,8707336722,710533838,DE15G2NNQKK7,02348200,1,www.asumidsouth.edu/, ,www.asumidsouth.edu/financialaid/,https://www.asumidsouth.edu/mscc_db_forms/,www.asumidsouth.edu/NetPriceCalculator16/npcalc.htm,www.asumidsouth.edu/assets/files/downloads/Catalog/5_tuition_fees_financial_aid.pdf,www.asumidsouth.edu/wp-content/uploads/2018/03/1_Grad_Rates.pdf,www.asumidsouth.edu/?s=disability+services,4,2,1,3,1,2,40,1,2,-2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,1,4,3,1,0,1,1,2,3,9,4,40,2,1,1,Arkansas State University System,105010,32820,1,368,5035,Crittenden County,501,-90.22285,35.145736,67,1
142,107327,Arkansas Northeastern College, ,2501 S Division,Blytheville,AR,72316-1109,5,5,Dr. James Shemwell,President,87076210201114,710460696,X8NKEAEC8NR3,01286000,1,www.anc.edu/,www.anc.edu/,www.anc.edu/, ,www.anc.edu/netprice/index.html,www.anc.edu/, ,www.anc.edu/,4,2,1,3,1,2,40,1,2,-2,2,2,41,1,A ,-2,-2,-2,1,1,1,1,1,4,5,2,0,2,1,2,9,8,2,40,2,2,2,-2,-2,14180,2,-2,5093,Mississippi County,501,-89.921005,35.898597,73,1
143,107442,New Tyler Barber College Inc, ,1221 E 7th St,North Little Rock,AR,72114-4973,5,5,Ricky Bryant,President,5013750377,710529193,MYT2URLM8WZ5,02284200,1,newtylerbarbercollege.edu/,newtylerbarbercollege.edu/,newtylerbarbercollege.edu/, ,https://www.newtylerbarbercollege.edu/prospective-students/net-price-calculator/,newtylerbarbercollege.edu/, ,newtylerbarbercollege.edu/,9,3,3,2,1,2,0,2,2,-2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,-2,-2,30780,1,340,5119,Pulaski County,502,-92.254171,34.760085,45,2
144,107460,North Arkansas College,Northark,1515 Pioneer Drive,Harrison,AR,72601-5508,5,5,Rick Massengale,President,8707433000,710451862,QMHWYGPV2FN6,01226100,1,www.northark.edu/,www.northark.edu/admissions/index,www.northark.edu/tuition-and-aid/financial-aid/index,https://www.cognitoforms.com/NorthArkansasCollege1/AdmissionApplication,www.northark.edu/NetPrice/npcalc.htm,www.northark.edu/tuition-and-aid/financial-aid/veteran-benefits/index,www.northark.edu/about-us/consumer-info/index,www.northark.edu/student-and-community-services/disability-services/index,4,2,1,3,1,2,40,1,2,-2,2,2,33,1,A ,-2,-2,-2,1,1,1,1,1,4,4,2,0,2,1,2,4,4,2,40,2,2,2,-2,-2,25460,2,-2,5009,Boone County,503,-93.08844,36.219909,70,2
145,107488,Northwest Technical Institute,NWTI  Northwest Technical Institute  Northwest Vocational-Technical School,709 S Old Missouri Rd,Springdale,AR,72764,5,5,Melissa Greenslade,Director of Student Services,47975188240,710446652, ,02073700,1,www.nwti.edu/,nwti.edu/,nwti.edu/, ,www.nwtionline.com/NetPriceCalculator/npcalc.htm,nwti.edu/, ,www.nwti.edu/disability-accommodations.html,7,3,1,2,1,2,0,2,2,-2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,1,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,-2,-2,22220,1,-2,5143,Washington County,503,-94.115346,36.178032,1,2
146,107512,Ouachita Baptist University,OBU,410 Ouachita St,Arkadelphia,AR,71998-0001,5,5,Ben R. Sells,President,8702455000,710239383,LJWHZTMJHQZ6,00110200,1,www.obu.edu/,www.obu.edu/admissions/,www.obu.edu/finaid/,www.obu.edu/apply,www.obu.edu/finaid/netpricecal.php,www.obu.edu/finaid/va-educational-benefits.php,https://obu.edu/about/consumerinfo.php#studentoutcomesdata,https://obu.edu/about/consumerinfo.php#disabilities,2,1,2,7,1,1,20,1,2,2,2,2,32,1,A ,-2,-2,-2,1,1,1,1,1,2,21,12,0,12,3,11,22,21,21,32,2,2,2,-2,-2,11660,2,-2,5019,Clark County,504,-93.052471,34.126093,130,1
147,107521,Arkansas State University Three Rivers,ASUTR,One College Circle,Malvern,AR,72104-0816,5,5,Dr. Steve Rook,Chancellor,50133750001100,710411511,USE2GQLTXJT3,00997600,1,www.asutr.edu/,www.asutr.edu/pages/admissions,www.asutr.edu/pages/welcome_financial_aid,https://www.asutr.edu/pages/apply_now,www.asutr.edu/sites/default/static/netpricecalc/npcalc.htm,www.asutr.edu/pages/scholarships, ,www.asutr.edu/pages/disability_services,4,2,1,3,1,2,40,1,2,-2,2,2,31,1,A ,-2,-2,-2,1,1,1,1,1,4,9,3,0,1,1,2,9,9,1,40,2,2,1,Arkansas State University System,105010,31680,2,284,5059,Hot Spring County,504,-92.821416,34.378745,85,1
148,107549,Ozarka College, ,218 College Dr,Melbourne,AR,72556-0010,5,5,Dr. Richard  L. Dawe,President,8703687371,710443460, ,02087000,1,www.ozarka.edu/,www.ozarka.edu/admissions.cfm,www.ozarka.edu/finaid/,https://otc.ozarka.edu/application/online_app_Start.cfm,www.ozarka.edu/finaid/npcalc.cfm,https://www.ozarka.edu/veterans, ,issuu.com/ozarkacollege/docs/catalog_201617_v2?e=26026852/38109926,4,2,1,3,1,2,40,1,2,-2,2,2,43,1,A ,-2,-2,-2,1,1,1,1,1,4,1,1,0,2,1,2,8,5,1,40,2,1,2,-2,-2,-2,-2,-2,5065,Izard County,501,-91.896355,36.053031,61,2
